occurance,transcription,App_TAG
1,i'm ringing about the lump_sum payment,Enquire_LumpPayment
1,enquiring about the payment from the tax year,PaySummary
1,i would like to know if i'm eligible for child_care benefit,Claim
1,i want to call about the child_care,Enquire_CCB
1,finding out about tax,Enquire_Tax
1,advance payment january july advance payment,Advance
1,i'd like to ask a question about family payment,Enquire_Payments
1,not receive a payment,Enquire_Payments
1,a new_born baby bonus,Maternity
1,update wage earnings,Report_Earnings
1,child leaving home,Change_Circumstances
1,wand to find out about my payment,Check_Payments
1,operator change in bank details,PersonalDetails
1,to find out base rate of family tax benefit part_a,Enquire_FTB
1,family payment amount,Enquire_Payments
3,need assistance,Request_Operator
2,my group certificate,PaySummary
1,i'd like to alter my income for my family assistance,Update_FamilyIncomeEstimate
1,somebody by the name of jody phoned me so i'm returning jody's call,Respond_Correspondence
2,maternity payment claim,Claim
1,lump_sum family assistance,Enquire_LumpPayment
1,ill enquiries,Enquire_Vague
1,right,Garbage
1,i want to stop my family tax benefit,Enquire_FTB
2,enquiries about payment,Enquire_Payments
1,i need to talk about the grant given by the government the government to single pension pensioners,Enquire_Parenting
1,child_care benefit hello,Enquire_CCB
1,my family payments,Enquire_Payments
1,in reference to family assistance family tax benefit part_a,Enquire_FTB
1,advice on a upcoming payment,Enquire_Payments
2,account payable family tax benefit,Enquire_FTB
1,claim for back payment,Claim
1,didn't get my last payment,Enquire_Payments
1,an operator please,Request_Operator
1,carers assistance,Carers
16,family supplement,Enquire_FamilyAssistance
1,porting my fortnightly income,Report_Earnings
3,speak to a customer officer,Request_Operator
1,checking on my family payment and my single,Check_Payments
10,updating family income estimate,Update_FamilyIncomeEstimate
1,child_care changes,Enquire_CCB
1,i need for the lump_sum advance repayment,Advance
1,need speak to customer service representative,Request_Operator
1,to advise that i'm a non_lodger and ask about payments of parenting payment,TaxReturn
1,i need my income for the year taxable income for the year,PaySummary
1,i'd like to register that my children have started at a new child_care centre,Enquire_CCB
1,i didn't receive my pay,Enquire_Payments
1,enquiring about tax payment,Enquire_Tax
2,renting payments,RentAssistance
1,regarding after_school care child_care benefit,Enquire_CCB
1,to change account details,PersonalDetails
1,i need to update our income estimate,Update_FamilyIncomeEstimate
1,because the income estimate for two thousand and seven to two thousand and eight was over estimated,Update_FamilyIncomeEstimate
9,i need to talk to someone,Request_Operator
1,a thirty percent child_care tax rebate,ChildCareRebate
1,i need to let you know my change of work hours,Employment
1,information on jet,Enquire_Jet
1,new_born child_care payment,Maternity
1,taxes,Enquire_Tax
7,family tax bonus,Enquire_LumpPayment
1,you have mucked my payments up,Enquire_Payments
1,parenting payment single claim,Claim
1,to enquire about if i do extra study as well as my work,Education
1,want to speak to a consultant,Request_Operator
2,fortnightly report,Report_Earnings
1,i want to find i want some information,Enquire_Vague
1,see how much i get paid,Check_Payments
1,f_t_b_a and b,Enquire_FTB
7,i need to speak to a customer service officer,Request_Operator
1,to get an update on my income,Update_FamilyIncomeEstimate
1,to discuss my mutual obligation,Enquire_Payments
1,to find out money,Check_Payments
1,tax income for two thousand seven,PaySummary
1,question two on the new_born family assistance form,Claim
124,child_care benefits,Enquire_CCB
1,to start parenting payment,Claim
1,to change percentage on child_care,Enquire_CCB
1,i wanna find out how much family allowance is owing to me,Enquire_Payments
4,enquiring about rent assistance,RentAssistance
1,advanced family benefit payment,Advance
1,update my estimate and i wanna talk to an operator,Update_FamilyIncomeEstimate
3,incorrect payment,Enquire_Payments
1,i've recently moved changed my address,PersonalDetails
1,lost mail,Respond_Correspondence
1,i want to know our current income estimate,Update_FamilyIncomeEstimate
1,income changes,Update_FamilyIncomeEstimate
1,changes to my studying,Education
1,the six hundred dollar family supplement,Enquire_LumpPayment
1,enquiry baby bonus,Maternity
1,no working this year,Employment
1,i just wanna check when we get our six hundred dollar for a child,Enquire_LumpPayment
1,child update for family tax benefit,Enquire_FTB
2,the bonus payment,GeneralBonus
1,check if my tax return has gone through,TaxReturn
1,i have submitted my rent certificate but in my family assistance payment that is deducted and it says that the rent certificate is not with the centrelink,RentAssistance
1,record earnings,Report_Earnings
1,i've started studying,Education
1,operator in a minute,Request_Operator
2,payment changes,Enquire_Payments
1,flood relief payment,Announcement
1,enquiries please,Enquire_Vague
1,income estimate for the two thousand seven slash two thousand eight,Update_FamilyIncomeEstimate
1,change my family assistance and my job work,Enquire_FamilyAssistance
1,estimate update my estimates,Update_FamilyIncomeEstimate
2,loans,Advance
1,no payment made no money in my account,Enquire_Payments
1,the baby bonus money,Maternity
1,a payment form,Enquire_Payments
1,storm damage,Announcement
1,i want my yearly child_care statement for tax,PaySummary
1,rental reports,RentAssistance
61,to report my earnings,Report_Earnings
1,i want to know how much i'm entitle to,Enquire_FamilyAssistance
1,staying at home allowance,Enquire_FamilyAssistance
1,a child_care assistant,Enquire_CCB
1,i need to report my child support agency case number,ChildSupport
1,income for the last fortnight,Report_Earnings
1,my earnings to update my income,Update_FamilyIncomeEstimate
1,port fortnight income,Report_Earnings
1,need tax benefits,Enquire_FTB
1,i want to check my claim for child_care benefit,Claim
1,i am wondering if i am entitled to an advanced payment this year,Advance
1,update to family estimate,Update_FamilyIncomeEstimate
1,i cannot report says i can't,Report_Earnings
128,update family income estimate,Update_FamilyIncomeEstimate
1,want to know my payment,Check_Payments
1,report work hours,Report_Earnings
1,the once a year bonus payment,GeneralBonus
2,about carers payment,Carers
1,enquiring about exemption for work looking for work,Employment
1,incorrect payment for family assistance,Enquire_FamilyAssistance
1,i was to ring back if i didn't get my family supplement lump_sum payment,Enquire_LumpPayment
1,family assistance matters,Enquire_FamilyAssistance
3,family tax loan,Advance
1,operator immunization allowance,Immunisation
1,about a family payment,Enquire_Payments
1,pickup,Garbage
15,updating income,Update_FamilyIncomeEstimate
1,travel plans,Overseas
1,jobs,Employment
1,child_care benefit debt,Debt
3,to find out about my payment,Check_Payments
2,report work earnings,Report_Earnings
1,my rent assistance,RentAssistance
1,new_born child claim for family assistant and medicare,Claim
1,retirement planning family,AgedRetirement
1,just an enquiry about my family payment really,Enquire_Payments
1,wanna find out about the six hundred dollar payment,Enquire_LumpPayment
1,partnership,Change_Circumstances
1,taxable income estimate,PaySummary
1,relief money,Enquire_FTB
1,i have lodged a family tax benefit form and i'm wondering whether it has been processed yet,Enquire_FTB
1,advance lump_sum,Advance
1,i wanna register on online service,Support_SelfService
1,reimbursement for child_care,Enquire_CCB
1,i need to apply for an advance,Advance
2,to speak with an operator,Request_Operator
1,non non lodgement of tax,TaxReturn
1,inform me of my income last fortnight,Report_Earnings
1,enquiry about my family advance payment,Advance
1,the c_c_t_r entitlement,ChildCareRebate
148,advance,Advance
1,claim for new_born child family assistance,Claim
1,to adjust my family assistance payment,Enquire_FamilyAssistance
1,information about parenting payment,Enquire_Parenting
1,checking carers allowance,Check_Payments
1,report income statement income report,IncomeReportingStatement
11,assessment notice for child_care benefit,Enquire_CCB
1,youth allowance claim,YouthAllowance
3,job seeker,JobSeeking
1,an enquiry about an advance,Advance
1,individual non business amendment,Enquire_FamilyAssistance
1,i just want to update my income please,Update_FamilyIncomeEstimate
1,bill payment,Deductions
1,i didn't lodge a tax return,TaxReturn
2,information on bonus,GeneralBonus
1,to report taxable income to the two thousand and six financial year,PaySummary
1,further education,Education
1,about my p_e_s form,IncomeReportingStatement
1,to get the my yearly tax income,PaySummary
1,can't access my internet account,Support_SelfService
1,need to get in contact with child support,ChildSupport
1,to start receiving family tax allowance,Claim
5,change payment date,Enquire_Payments
6,the six hundred dollar bonus,Enquire_LumpPayment
1,estimate for the financial year two thousand seven two thousand eight,Update_FamilyIncomeEstimate
1,to enquire about my family assistance,Enquire_FamilyAssistance
1,i'd like to find out about payments,Enquire_Payments
1,i need to speak to somebody from a customer service,Request_Operator
1,child_care and other stuff i don't know,Enquire_CCB
1,tax number tax number,Enquire_Tax
1,to speak to someone about family assistance,Enquire_FamilyAssistance
1,pay_day,Check_Payments
2,application for payment,Claim
1,child_care c_r_n,Enquire_CCB
1,how much i got paid,Check_Payments
11,child_care enquiry,Enquire_CCB
1,the yearly government payment,Enquire_Payments
1,family tax benefit for a child turning sixteen,Enquire_FTB
1,c_c_b advice,Enquire_CCB
1,to enquire if there's any concessions for child child_care,Enquire_CCB
1,cancellation of child_care benefit notification,Enquire_CCB
1,family benefit entitlement,Enquire_FTB
1,to find out about my family income,Update_FamilyIncomeEstimate
1,to change estimated income,Update_FamilyIncomeEstimate
